Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST101253,29,60316,24654,618,72,No
CUST101254,54,42534,29171,623,240,No
CUST101255,64,105513,30174,656,72,No
CUST101256,55,67163,70073,725,72,No
CUST101257,42,75539,69345,656,120,Yes
CUST101258,64,100869,115357,755,48,No
CUST101259,44,44201,39492,610,120,No
CUST101260,37,84887,96805,592,240,Yes
CUST101261,30,55253,41689,815,12,No
CUST101262,50,66696,53371,634,180,No
CUST101263,43,71807,84515,588,36,No
CUST101264,52,32494,27364,558,60,Yes
CUST101265,37,50529,11661,755,180,No
CUST101266,37,103777,95869,656,180,Yes
CUST101267,34,92155,101874,662,180,No
CUST101268,29,68434,68132,669,240,No
CUST101269,60,76078,59632,751,60,No
CUST101270,22,62644,54582,667,84,No
CUST101271,65,103915,123679,844,60,No
CUST101272,45,64991,18890,689,48,No
CUST101273,59,75796,65734,754,60,Yes
CUST101274,29,98651,47688,736,120,No
CUST101275,42,50566,42480,677,60,Yes
CUST101276,63,108970,88007,639,180,No
CUST101277,24,31738,11218,703,120,Yes
CUST101278,46,110741,45044,716,12,No
CUST101279,49,60683,49859,640,72,No
CUST101280,65,63933,20985,692,60,No
CUST101281,54,22750,10583,767,60,No
CUST101282,43,58630,60696,825,180,Yes
CUST101283,57,44005,23195,740,60,No
CUST101284,31,54809,37712,810,180,No
CUST101285,26,66567,75962,636,120,No
CUST101286,38,93945,40129,729,60,No
CUST101287,41,75190,44334,774,120,No
CUST101288,62,77692,62655,617,12,No
CUST101289,56,42612,40709,646,12,No
CUST101290,61,47981,52858,802,24,No
CUST101291,58,114968,128244,612,60,No
CUST101292,54,51620,50414,586,36,No
CUST101293,37,111405,47718,787,360,Yes
CUST101294,57,63923,14370,764,60,No
CUST101295,45,70057,40897,710,84,No
CUST101296,58,96759,33048,677,36,No
CUST101297,32,101797,92675,649,48,Yes
CUST101298,43,67230,57894,700,48,No
CUST101299,62,60294,14710,791,84,No
CUST101300,42,68602,71112,697,60,No
CUST101301,41,78449,35203,832,60,Yes
CUST101302,47,92283,58344,617,72,No
CUST101303,51,70106,60847,679,120,No
CUST101304,26,85472,53798,654,24,No
CUST101305,47,110959,71157,604,120,No
CUST101306,60,79533,21126,669,72,No
CUST101307,54,77791,46787,709,84,No
CUST101308,32,32027,30901,717,48,No
CUST101309,65,15000,16728,832,60,No
CUST101310,27,79709,48901,713,36,No
CUST101311,30,67629,42172,761,360,No
CUST101312,65,57130,51567,685,60,No
CUST101313,37,76088,86951,797,360,Yes
CUST101314,46,68490,31989,848,60,No
CUST101315,41,98195,62859,717,36,No
CUST101316,48,72153,71862,611,60,No
CUST101317,22,51327,41559,642,12,No
CUST101318,63,94754,29429,700,240,No
CUST101319,21,64572,53448,712,180,No
CUST101320,56,83163,32163,729,120,No
CUST101321,46,58065,41239,712,72,No
CUST101322,49,53754,39192,680,72,No
CUST101323,41,72104,77599,635,360,Yes
CUST101324,31,70321,46587,708,36,No
CUST101325,60,81996,39312,810,120,No
CUST101326,31,63284,27273,751,72,No
CUST101327,56,24091,25880,717,360,Yes
CUST101328,59,59181,21957,752,180,No
CUST101329,60,89845,56231,654,360,No
CUST101330,55,62566,24224,644,72,No
CUST101331,54,63840,62136,628,36,No
CUST101332,44,94659,63835,671,60,No
CUST101333,42,52201,28770,650,120,No
CUST101334,25,31430,17635,765,120,No
CUST101335,53,65984,69429,647,12,No
CUST101336,56,57896,43640,624,60,No
CUST101337,40,45844,42079,816,36,Yes
CUST101338,39,65616,71983,648,180,Yes
CUST101339,55,82288,90660,691,36,No
CUST101340,63,69768,36873,712,84,Yes
CUST101341,37,77675,89517,600,36,No
CUST101342,65,115335,25936,766,48,No
CUST101343,63,61428,35434,725,240,No
CUST101344,54,76959,84332,789,36,Yes
CUST101345,29,57270,27182,632,24,No
CUST101346,46,48841,23106,687,24,No
CUST101347,22,55377,27834,683,60,No
CUST101348,29,58031,47139,698,84,No
CUST101349,29,78987,50420,578,48,No
CUST101350,60,128727,119296,688,84,Yes
CUST101351,37,52099,57044,580,24,Yes
CUST101352,21,59584,52088,705,180,Yes
CUST101353,45,68422,27674,531,180,Yes
CUST101354,63,79895,90496,550,360,No
CUST101355,60,76589,35575,737,240,No
CUST101356,62,102102,35725,642,48,No
CUST101357,45,15000,5000,611,60,No
CUST101358,59,15000,11451,769,120,Yes
CUST101359,55,57603,18074,703,36,No
CUST101360,23,97433,33008,741,48,No
CUST101361,57,30859,15430,668,24,No
CUST101362,64,15000,7225,850,60,No
CUST101363,64,84279,67781,638,60,No
CUST101364,50,76091,77365,802,36,No
CUST101365,58,42745,41093,676,12,No
CUST101366,54,45362,20979,564,120,Yes
CUST101367,32,45756,20376,714,12,No
CUST101368,39,72763,84826,702,360,No
CUST101369,57,54342,11316,606,36,No
CUST101370,64,82352,88917,615,84,No
CUST101371,37,15000,5996,678,60,No
CUST101372,30,48579,55734,704,24,No
CUST101373,32,41849,22695,507,60,Yes
CUST101374,36,63591,40721,754,60,No
CUST101375,44,56549,51297,645,180,No
CUST101376,39,89946,70848,587,120,Yes
CUST101377,28,23517,12180,746,24,Yes
CUST101378,51,71137,53625,678,36,No
CUST101379,41,83958,78140,765,48,Yes
CUST101380,37,116416,28212,711,24,No
CUST101381,43,57956,12240,680,60,No
CUST101382,57,78111,51402,669,360,No
CUST101383,36,24903,8264,714,60,No
CUST101384,26,15000,12965,651,120,Yes
CUST101385,28,91119,37728,620,84,No
CUST101386,45,69861,44212,723,180,No
CUST101387,38,99463,39554,670,36,No
CUST101388,45,35665,26695,682,120,Yes
CUST101389,32,82998,26232,756,180,No
CUST101390,35,116720,26041,672,36,No
CUST101391,46,80493,20214,681,48,No
CUST101392,61,76915,88780,638,360,No
CUST101393,65,70214,24033,710,120,No
CUST101394,46,30728,27916,704,48,No
CUST101395,52,103889,27835,743,72,No
CUST101396,30,54729,16865,639,60,No
CUST101397,36,82612,58562,648,60,No
CUST101398,27,30924,20560,735,48,Yes
CUST101399,37,40514,46655,698,36,No
CUST101400,43,105877,121212,617,84,No
CUST101401,46,61317,60067,771,120,No
CUST101402,41,106332,85289,561,180,Yes
CUST101403,42,68044,44566,735,36,No
CUST101404,27,23953,13322,591,180,No
CUST101405,34,92302,105878,812,36,No
CUST101406,35,55253,44363,572,60,Yes
CUST101407,27,87467,68143,761,240,Yes
CUST101408,29,70630,30505,674,60,No
CUST101409,28,31422,7752,654,36,No
CUST101410,43,74107,84866,693,36,Yes
CUST101411,49,124906,64169,724,60,No
CUST101412,38,82325,52901,617,120,No
CUST101413,51,68562,21572,623,360,No
CUST101414,50,96884,100461,725,120,No
CUST101415,59,75267,17133,560,180,No
CUST101416,55,75238,77795,639,120,No
CUST101417,38,42709,14533,850,180,No
CUST101418,62,75846,82412,612,24,No
CUST101419,59,95886,89152,760,240,No
CUST101420,37,49098,17905,639,60,Yes
CUST101421,34,105612,80880,716,240,No
CUST101422,51,67707,34710,726,24,No
CUST101423,44,47806,18082,759,120,No
CUST101424,55,94941,100560,666,120,No
CUST101425,64,62830,37919,819,360,No
CUST101426,65,88988,53263,639,120,No
CUST101427,54,62706,23194,696,60,No
CUST101428,23,68504,39942,697,60,No
CUST101429,57,82339,88236,601,60,No
CUST101430,63,77272,43514,660,36,No
CUST101431,60,20112,23161,691,36,Yes
CUST101432,46,41969,48109,650,36,No
CUST101433,43,93235,32157,850,60,No
CUST101434,64,66697,25166,621,240,No
CUST101435,59,56907,60474,763,240,No
CUST101436,35,36036,21361,740,24,No
CUST101437,24,43007,8790,679,24,No
CUST101438,49,19455,9219,619,36,No
CUST101439,42,67468,53814,626,36,Yes
CUST101440,45,55039,54999,644,24,Yes
CUST101441,33,45835,15281,555,60,Yes
CUST101442,38,68297,21209,610,72,No
CUST101443,53,79099,88756,576,72,No
CUST101444,36,122330,116354,774,60,No
CUST101445,65,32203,25433,723,48,No
CUST101446,62,98985,95935,735,120,No
CUST101447,64,94328,59319,721,180,No
CUST101448,22,50523,48424,692,48,No
CUST101449,55,75081,42932,782,24,Yes
CUST101450,62,58559,26006,637,48,Yes
CUST101451,54,74642,69343,687,36,No
CUST101452,50,107728,66756,732,60,No
CUST101453,33,85140,100582,588,36,Yes
CUST101454,33,82715,45451,850,60,No
CUST101455,38,59242,66453,682,36,Yes
CUST101456,52,32899,37273,690,120,No
CUST101457,52,64788,28627,768,12,No
CUST101458,55,100165,99987,744,60,No
CUST101459,59,31821,20145,683,36,No
CUST101460,49,43623,48750,689,12,No
CUST101461,49,73157,47561,575,180,Yes
CUST101462,64,45384,42856,641,84,No
CUST101463,36,50187,33473,716,24,No
CUST101464,64,59410,25416,711,84,No
CUST101465,30,35860,14321,765,72,No
CUST101466,50,45647,28549,672,60,No
CUST101467,45,87586,83688,583,60,Yes
CUST101468,59,37316,30042,754,180,Yes
CUST101469,40,30053,26706,781,36,No
CUST101470,25,54249,26166,743,60,No
CUST101471,21,88299,60170,669,48,No
CUST101472,50,65077,15905,753,120,No
CUST101473,23,58385,59409,850,240,Yes
CUST101474,65,71109,84612,688,180,No
CUST101475,34,26357,15996,588,120,No
CUST101476,50,82368,17377,639,360,No
CUST101477,24,79586,29430,724,84,Yes
CUST101478,38,59767,50953,568,120,Yes
CUST101479,57,95148,77268,692,360,Yes
CUST101480,45,41813,41306,707,12,No
CUST101481,21,98198,44571,787,72,No
CUST101482,35,73862,71176,772,120,No
CUST101483,29,61586,54687,741,240,No
CUST101484,35,69503,36337,529,180,No
CUST101485,44,67318,50185,744,180,No
CUST101486,24,100507,34903,729,240,No
CUST101487,32,43083,28114,698,60,No
CUST101488,57,50937,55073,559,12,Yes
CUST101489,57,95908,59577,626,12,No
CUST101490,63,55112,57293,598,60,Yes
CUST101491,26,92513,73109,539,60,Yes
CUST101492,59,112486,44081,680,60,No
CUST101493,44,59955,46831,624,60,No
CUST101494,31,87034,61445,850,240,No
CUST101495,33,41158,24639,668,48,No
CUST101496,54,88868,28405,771,180,No
CUST101497,45,74986,46245,570,240,No
CUST101498,27,81826,22319,643,60,No
CUST101499,24,53861,16092,687,60,No
CUST101500,28,28473,17537,616,120,No
CUST101501,40,82581,41735,650,120,No
CUST101502,49,18415,20727,665,48,No
CUST101503,65,62066,35732,664,24,No
CUST101504,30,93530,89588,810,36,No
CUST101505,63,74797,54620,706,36,No
CUST101506,54,118709,107323,714,48,No
CUST101507,46,95628,44000,718,36,No
CUST101508,61,53653,61267,723,72,Yes
CUST101509,23,70683,51605,674,360,No
CUST101510,26,68816,70972,658,84,No
CUST101511,25,30446,17203,692,240,No
CUST101512,25,46490,13957,761,120,No
CUST101513,43,55981,48911,759,120,No
CUST101514,29,19094,5000,663,60,Yes
CUST101515,55,71187,48072,734,48,No
CUST101516,40,63773,25050,666,180,No
CUST101517,62,28178,23314,682,240,No
CUST101518,55,80105,94477,647,60,No
CUST101519,38,87897,58399,667,12,No
CUST101520,37,75676,77000,774,120,No
CUST101521,44,61898,43810,686,48,No
CUST101522,23,84786,58997,689,12,No
CUST101523,52,87006,98354,579,180,No
CUST101524,55,77685,84674,658,60,Yes
CUST101525,58,49385,48684,663,84,Yes
CUST101526,33,76915,38170,622,240,No
CUST101527,45,99887,74417,682,60,No
CUST101528,29,55084,23350,650,60,No
CUST101529,24,122448,78846,686,48,No
CUST101530,34,56859,38904,689,48,No
CUST101531,57,70810,73050,613,120,Yes
CUST101532,54,53188,58296,652,60,No
CUST101533,31,75582,46454,685,36,No
CUST101534,61,26444,5757,763,24,No
CUST101535,23,56349,59830,698,60,No
CUST101536,48,42697,15981,634,60,No
CUST101537,49,73383,60312,708,84,No
CUST101538,29,94861,21341,800,60,No
CUST101539,23,86150,51647,744,36,No
CUST101540,45,15000,17789,718,60,No
CUST101541,54,121052,36400,731,240,No
CUST101542,32,77382,48263,781,36,No
CUST101543,62,50588,25656,755,84,No
CUST101544,29,73928,81697,720,72,Yes
CUST101545,35,74405,79564,755,120,No
CUST101546,60,53329,23342,604,36,No
CUST101547,45,74948,21074,575,240,No
CUST101548,25,54813,45338,691,72,No
CUST101549,31,59891,32124,685,180,No
CUST101550,54,52843,46084,642,36,Yes
CUST101551,44,34183,7935,738,120,Yes
CUST101552,35,73646,24554,550,120,Yes
CUST101553,58,84632,75015,643,60,Yes
CUST101554,28,82872,34174,646,60,No
CUST101555,25,90498,95710,565,84,No
CUST101556,46,78109,20198,785,24,No
CUST101557,38,56682,23550,585,120,No
CUST101558,26,90992,109059,639,12,Yes
CUST101559,57,36062,22830,744,36,No
CUST101560,33,47483,42876,725,84,No
CUST101561,48,45895,17562,602,24,No
CUST101562,25,97001,78558,728,360,No
CUST101563,33,93570,86656,700,180,No
CUST101564,37,82183,42281,843,72,No
CUST101565,60,96798,99595,708,180,No
CUST101566,65,48018,38579,670,180,Yes
CUST101567,52,78715,46373,620,36,No
CUST101568,49,66871,50664,628,180,Yes
CUST101569,23,91172,70819,622,36,No
CUST101570,60,67119,24534,776,60,No
CUST101571,54,60376,36391,681,60,No
CUST101572,60,83523,45389,720,120,No
CUST101573,47,91904,55225,786,12,No
CUST101574,33,53291,51219,515,48,No
CUST101575,65,68473,46735,770,72,No
CUST101576,53,43539,49648,684,48,No
CUST101577,26,15000,7405,710,120,No
CUST101578,44,75011,46185,622,84,No
CUST101579,39,85223,84111,627,36,No
CUST101580,36,76552,57110,714,36,No
CUST101581,60,21261,15883,847,72,Yes
CUST101582,48,61229,15512,750,60,No
CUST101583,53,15000,8979,769,36,No
CUST101584,61,104243,49071,667,48,No
CUST101585,33,42849,51390,638,48,No
CUST101586,63,101385,51540,625,24,No
CUST101587,65,93647,101560,646,60,Yes
CUST101588,45,47485,41608,536,120,Yes
CUST101589,62,41680,22545,629,72,No
CUST101590,56,78759,58560,641,180,No
CUST101591,47,48892,50874,668,24,No
CUST101592,58,72562,78611,689,60,Yes
CUST101593,27,57929,20877,705,72,No
CUST101594,25,25471,13743,679,84,No
CUST101595,63,15000,8028,639,84,No
CUST101596,65,75667,18315,543,120,No
CUST101597,51,55961,44670,640,84,No
CUST101598,43,56173,59252,612,24,No
CUST101599,62,87397,50828,713,84,No
CUST101600,30,99336,93379,744,120,Yes
CUST101601,52,63186,52299,746,360,No
CUST101602,63,61485,35394,733,84,No
CUST101603,50,82504,28139,671,84,No
CUST101604,59,36077,32806,643,60,No
CUST101605,51,75579,79703,628,180,No
CUST101606,38,83797,74232,574,360,Yes
CUST101607,56,87006,18957,749,120,No
CUST101608,22,21581,8983,668,72,Yes
CUST101609,34,50966,13734,593,24,No
CUST101610,33,48043,37012,622,120,No
CUST101611,49,72497,69342,619,120,No
CUST101612,32,82019,25473,683,120,No
CUST101613,59,107418,111536,755,24,No
CUST101614,22,57626,43537,656,84,No
CUST101615,52,57561,51228,522,48,Yes
CUST101616,33,98742,115667,667,120,No
CUST101617,47,77414,21961,669,36,No
CUST101618,61,101691,111985,664,84,No
CUST101619,37,77218,25181,636,48,No
CUST101620,60,41072,24354,695,12,No
CUST101621,51,36672,38558,685,72,No
CUST101622,54,31212,34528,678,24,No
CUST101623,44,86551,61137,709,84,No
CUST101624,65,99715,79184,650,240,No
CUST101625,55,116234,105558,646,360,No
CUST101626,26,91078,94062,777,36,Yes
CUST101627,39,99071,31852,719,180,No
CUST101628,50,55500,56059,738,48,Yes
CUST101629,27,41090,27994,766,240,No
CUST101630,30,91252,59371,717,120,No
CUST101631,61,80442,50188,745,24,No
CUST101632,52,72686,51550,569,60,No
CUST101633,54,79684,91242,694,48,No
CUST101634,48,78080,58420,667,120,No
CUST101635,35,102095,117734,797,60,No
CUST101636,50,102375,38932,745,84,No
CUST101637,57,83606,77263,636,72,No
CUST101638,49,91145,92261,706,360,No
CUST101639,42,82852,72838,692,240,No
CUST101640,24,58471,47182,712,60,No
CUST101641,40,88914,68003,609,120,No
CUST101642,52,35138,37279,705,180,Yes
CUST101643,56,96347,98433,664,180,No
CUST101644,24,40137,12936,700,24,No
CUST101645,47,77145,80893,629,48,No
CUST101646,37,48871,30010,639,48,No
CUST101647,32,83835,38036,762,60,No
CUST101648,42,69152,73977,606,36,No
CUST101649,37,30131,19044,612,60,No
CUST101650,30,80517,81190,676,84,No
CUST101651,21,55552,25743,626,60,No
CUST101652,42,92029,18767,618,84,No
CUST101653,46,70033,48705,687,24,No
CUST101654,38,79886,23984,575,180,No
CUST101655,34,46061,43960,609,240,No
CUST101656,49,55267,26311,824,72,No
CUST101657,32,58534,37675,712,180,No
CUST101658,56,91418,26240,628,36,No
CUST101659,55,111934,54474,709,120,No
CUST101660,32,49871,48948,720,24,No
CUST101661,27,96921,34076,750,60,No
CUST101662,49,15758,13350,671,48,Yes
CUST101663,31,40145,44859,748,72,No
CUST101664,53,46031,40500,537,48,No
CUST101665,26,36187,36586,606,72,Yes
CUST101666,35,30410,9396,691,60,Yes
CUST101667,52,80325,36205,703,180,No
CUST101668,31,64648,70760,616,72,No
CUST101669,43,79485,72737,698,36,No
CUST101670,46,87262,73261,636,48,No
CUST101671,54,76640,66199,661,180,Yes
CUST101672,54,86444,53094,752,60,No
CUST101673,49,68262,16694,744,60,No
CUST101674,24,40325,39698,610,84,No
CUST101675,37,96445,84747,606,48,Yes
CUST101676,55,55272,37187,651,48,No
CUST101677,33,46610,51260,678,60,No
CUST101678,61,65552,35146,634,36,No
CUST101679,59,47180,23322,753,48,No
CUST101680,35,59564,63900,704,24,No
CUST101681,49,78601,78364,708,48,Yes
CUST101682,49,78709,56275,591,48,No
CUST101683,31,47554,15728,762,360,No
CUST101684,52,57807,23994,483,72,Yes
CUST101685,22,96858,82933,738,120,Yes
CUST101686,34,82410,48213,745,12,No
CUST101687,40,121877,126322,650,24,Yes
CUST101688,42,99503,114424,769,180,No
CUST101689,31,98607,99163,676,72,No
CUST101690,47,35303,20389,684,36,No
CUST101691,23,89097,88089,704,60,No
CUST101692,37,68672,37869,850,60,No
CUST101693,64,56225,20640,774,180,No
CUST101694,48,74200,17318,729,24,No
CUST101695,49,93630,54841,616,72,No
CUST101696,41,82521,91067,690,120,Yes
CUST101697,36,48038,21088,623,360,No
CUST101698,57,88561,36001,738,180,No
CUST101699,40,54060,63241,690,36,No
CUST101700,26,75417,16969,601,120,No
CUST101701,39,62416,61529,686,120,No
CUST101702,25,64528,33643,621,120,No
CUST101703,23,89156,21173,691,180,No
CUST101704,21,43995,49178,620,240,No
CUST101705,58,118630,40292,682,24,No
CUST101706,35,24473,18398,733,24,Yes
CUST101707,54,55058,26100,676,120,No
CUST101708,55,79255,21018,653,36,No
CUST101709,45,84608,21145,694,24,No
CUST101710,44,67488,21296,729,60,No
CUST101711,32,68565,18606,602,180,No
CUST101712,38,80264,77098,698,24,No
CUST101713,35,64223,44029,772,84,No
CUST101714,64,104830,56911,720,12,No
CUST101715,36,90984,56262,684,24,No
CUST101716,47,91821,103661,725,48,No
CUST101717,28,45846,50924,712,24,Yes
CUST101718,45,68015,62280,733,180,No
CUST101719,37,62488,67780,538,180,Yes
CUST101720,49,44860,23311,571,120,Yes
CUST101721,28,79004,45910,750,36,No
CUST101722,35,56559,46023,575,60,No
CUST101723,47,86385,71149,708,36,No
CUST101724,27,43245,29480,655,48,No
CUST101725,23,112976,67860,610,60,No
CUST101726,49,47592,56453,704,120,No
CUST101727,64,75483,77077,694,24,No
CUST101728,44,89796,57019,828,48,No
CUST101729,23,55734,51682,636,240,No
CUST101730,40,91312,42877,781,60,No
CUST101731,35,39270,11788,705,240,Yes
CUST101732,45,106303,58725,634,360,No
CUST101733,50,70354,42422,736,60,No
CUST101734,34,55090,11929,720,48,No
CUST101735,27,62520,63445,683,120,No
CUST101736,37,90223,50452,699,36,No
CUST101737,64,55389,43227,638,36,No
CUST101738,40,51266,14045,622,120,No
CUST101739,56,64462,24173,733,60,No
CUST101740,29,40576,44215,664,36,No
CUST101741,58,115514,93415,674,84,No
CUST101742,42,55840,64232,700,120,No
CUST101743,22,90790,108835,699,24,No
CUST101744,44,75237,43025,580,36,No
CUST101745,28,45387,22639,770,36,No
CUST101746,31,69851,73927,688,60,No
CUST101747,33,89600,107396,666,120,No
CUST101748,37,65293,54170,710,120,Yes
CUST101749,28,99828,99343,697,84,No
CUST101750,41,95538,93794,734,12,No
CUST101751,38,92973,51632,718,36,No
CUST101752,50,58509,45302,730,36,No
CUST101753,38,43004,44426,775,36,No
CUST101754,51,54660,48544,742,36,No
CUST101755,58,74906,16566,669,60,Yes
CUST101756,52,83645,44893,601,24,No
CUST101757,31,15711,5412,797,120,No
CUST101758,65,69797,30220,663,120,No
CUST101759,45,73952,81753,647,72,No
CUST101760,53,63061,14939,558,24,No
CUST101761,58,102282,42938,704,180,No
CUST101762,61,80545,41043,690,360,Yes
CUST101763,28,102755,83939,574,36,No
CUST101764,31,64601,47424,712,120,No
CUST101765,42,93437,39082,645,180,No
CUST101766,44,110877,40386,850,60,No
CUST101767,61,102792,44899,640,48,Yes
CUST101768,37,42696,29995,650,60,No
CUST101769,32,63658,29994,619,60,No
CUST101770,52,61371,70430,769,60,Yes
CUST101771,35,82231,54590,654,240,No
CUST101772,36,87159,22556,629,120,No
CUST101773,42,49028,45560,729,36,No
CUST101774,48,71696,37916,583,72,Yes
CUST101775,40,19502,16645,724,84,No
CUST101776,53,106049,50861,805,36,No
CUST101777,30,57191,44080,720,48,No
CUST101778,60,71397,69409,725,240,No
CUST101779,52,62259,70229,741,72,No
CUST101780,53,98651,45491,800,36,No
CUST101781,22,15000,8023,765,24,No
CUST101782,53,69585,46223,711,60,No
CUST101783,53,67355,75921,743,60,Yes
CUST101784,61,58659,64606,618,48,No
CUST101785,33,113156,32801,734,72,No
CUST101786,50,47817,15872,610,24,No
CUST101787,53,89295,62105,654,36,Yes
CUST101788,33,78906,24194,464,60,Yes
CUST101789,46,101538,55397,708,24,No
CUST101790,42,53320,18576,635,180,No
CUST101791,59,51676,43203,758,36,No
CUST101792,22,97402,111963,707,84,No
CUST101793,58,80633,96496,759,60,No
CUST101794,59,31377,18049,604,60,No
CUST101795,46,56517,45158,753,120,No
CUST101796,35,79660,84142,827,60,No
CUST101797,54,90944,28871,733,120,No
CUST101798,62,53019,47164,735,60,Yes
CUST101799,64,15000,9133,692,72,No
CUST101800,60,83081,33743,643,120,No
CUST101801,31,39492,23804,733,72,No
CUST101802,23,19567,5400,575,72,Yes
CUST101803,26,15000,13431,651,120,No
CUST101804,29,90350,40905,556,240,No
CUST101805,26,73215,37443,631,60,No
CUST101806,29,64359,20664,725,72,No
CUST101807,59,104726,111497,715,24,No
CUST101808,51,85933,59590,684,48,No
CUST101809,52,110408,85251,692,60,No
CUST101810,61,35182,27070,548,180,No
CUST101811,32,69136,42207,654,60,No
CUST101812,28,29582,11612,632,120,Yes
CUST101813,28,64265,60739,634,12,Yes
CUST101814,48,63785,20861,722,60,No
CUST101815,40,85665,26031,620,240,No
CUST101816,27,71139,64747,638,36,Yes
CUST101817,31,85585,34990,534,12,No
CUST101818,40,87586,44386,659,60,No
CUST101819,36,123873,83642,604,120,No
CUST101820,24,62118,40336,686,60,No
CUST101821,26,46474,42225,613,60,No
CUST101822,42,76152,62706,687,84,Yes
CUST101823,46,49943,42172,670,36,No
CUST101824,23,107049,97849,797,120,No
CUST101825,61,62920,30995,715,36,No
CUST101826,62,55861,29178,551,60,Yes
CUST101827,34,58217,37142,591,84,No
CUST101828,31,87960,44636,684,180,No
CUST101829,38,66056,78272,615,120,No
CUST101830,32,53958,54716,472,120,Yes
CUST101831,43,111634,40708,774,48,Yes
CUST101832,32,48596,9991,730,24,No
CUST101833,33,70889,17211,716,36,No
CUST101834,45,86308,38326,637,180,No
CUST101835,65,29217,9183,710,180,No
CUST101836,39,82007,60139,631,360,No
CUST101837,56,43622,46152,694,24,No
CUST101838,65,90570,84841,616,60,No
CUST101839,28,45934,19091,786,84,No
CUST101840,49,87319,52330,570,120,No
CUST101841,52,97646,69123,766,84,No
CUST101842,64,91536,92470,683,120,No
CUST101843,38,76283,79267,646,48,No
CUST101844,26,64217,71263,692,36,No
CUST101845,38,55590,39427,731,36,No
CUST101846,39,106776,95487,776,12,No
CUST101847,42,52513,16374,702,48,No
CUST101848,57,44073,33729,618,24,Yes
CUST101849,52,86634,38872,684,48,No
CUST101850,61,50097,31647,807,72,No
CUST101851,23,46248,38573,774,180,No
CUST101852,48,33910,15496,744,180,No
CUST101853,30,57927,14608,736,36,No
CUST101854,55,67932,14282,729,36,No
CUST101855,49,76077,16901,761,36,No
CUST101856,35,93783,19540,648,360,No
CUST101857,53,83172,25813,585,60,Yes
CUST101858,27,65228,28667,685,36,No
CUST101859,32,65045,27398,623,180,No
CUST101860,50,82754,98212,606,60,Yes
CUST101861,41,101814,51519,630,180,No
CUST101862,51,73158,23953,850,36,Yes
CUST101863,44,58272,43445,690,60,No
CUST101864,40,45178,47796,705,60,No
CUST101865,57,33870,29740,594,180,Yes
CUST101866,24,86657,42989,551,180,No
CUST101867,48,84449,64318,623,72,No
CUST101868,64,84434,77245,781,36,No
CUST101869,40,66784,61983,703,60,No
CUST101870,44,105173,91136,722,360,Yes
CUST101871,52,57897,61997,732,72,No
CUST101872,61,93882,100464,639,120,No
CUST101873,56,69031,53771,777,60,No
CUST101874,54,54791,34510,636,60,No
CUST101875,56,84813,71376,778,60,No
CUST101876,22,80241,81702,711,120,No
CUST101877,35,78924,16231,555,180,Yes
CUST101878,54,72032,85862,628,60,Yes
CUST101879,56,69053,26440,555,60,No
CUST101880,26,129709,86937,761,48,No
CUST101881,59,99606,106781,678,36,Yes
CUST101882,62,88071,37434,524,240,No
CUST101883,32,72795,49267,706,48,No
CUST101884,23,95179,31655,642,180,No
CUST101885,65,82950,49362,576,120,No
CUST101886,38,70655,26647,797,120,No
CUST101887,60,62411,35177,688,240,No
CUST101888,41,67977,38982,659,72,No
CUST101889,35,15000,17898,652,180,No
CUST101890,53,75265,89928,574,36,No
CUST101891,55,57788,18191,589,72,Yes
CUST101892,46,109817,101687,770,120,No
CUST101893,28,70484,17744,647,36,No
CUST101894,56,40276,9271,682,120,No
CUST101895,50,68753,20993,537,120,No
CUST101896,43,43847,51103,588,180,Yes
CUST101897,62,81835,93363,723,48,No
CUST101898,64,77274,30440,706,84,No
CUST101899,34,93946,33978,803,48,No
CUST101900,34,50228,22127,774,120,No
CUST101901,22,70850,50697,664,60,Yes
CUST101902,57,35874,27612,713,72,No
CUST101903,25,87537,36905,658,60,No
CUST101904,58,82972,79373,824,36,No
CUST101905,65,82395,41985,760,36,No
CUST101906,61,70040,78594,692,24,Yes
CUST101907,34,80369,68854,694,72,No
CUST101908,59,110108,70067,781,180,No
CUST101909,45,62873,62239,721,12,No
CUST101910,40,73466,74782,789,24,No
CUST101911,22,42847,21016,526,60,No
CUST101912,59,48293,26064,712,120,No
CUST101913,26,72445,82294,644,36,No
CUST101914,37,97598,35598,803,36,No
CUST101915,45,63593,15399,788,36,No
CUST101916,48,64102,41926,682,60,No
CUST101917,22,59828,59900,787,36,No
CUST101918,55,56631,55027,805,48,No
CUST101919,57,77374,86623,685,120,No
CUST101920,25,32569,23880,850,72,No
CUST101921,21,102023,30613,678,24,No
CUST101922,60,53364,42088,665,72,No
CUST101923,32,88048,86146,741,60,No
CUST101924,56,38250,11220,655,240,Yes
CUST101925,65,86721,32317,686,48,No
CUST101926,43,86799,18427,779,120,No
CUST101927,51,79605,63179,681,120,No
CUST101928,31,45139,49054,561,36,Yes
CUST101929,30,76239,66379,706,240,Yes
CUST101930,23,40424,47783,631,60,Yes
CUST101931,34,63681,16750,741,84,No
CUST101932,36,95735,105596,729,36,No
CUST101933,30,89918,91183,783,36,Yes
CUST101934,49,70380,36192,744,72,No
CUST101935,30,45630,53548,756,48,No
CUST101936,32,86140,42031,633,60,Yes
