customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
575,47.0,Other,West,Secondary,Salaried,923694.39,75938.31,Car,715.8,2,323,27.61,2018-12-20,0
576,31.0,Male,East,Graduate,Self-Employed,184258.2,608896.78,Car,,7,160,29.95,2024-03-30,1
577,32.0,Female,East,Graduate,Self-Employed,999282.7,10000.0,Home,748.4,9,121,20.26,2020-07-06,0
578,70.0,Male,North,Post-Graduate,Self-Employed,823996.77,384300.77,Home,719.8,11,452,53.81,2025-07-05,0
579,27.0,Male,East,Secondary,Unemployed,781299.47,63844.07,Education,752.2,8,58,24.2,2019-04-29,0
580,66.0,Male,North,Secondary,Self-Employed,930376.04,10000.0,Business,675.8,1,83,65.0,2021-10-02,0
581,70.0,Female,South,Secondary,Unemployed,726853.25,213770.92,Business,634.9,1,141,41.66,2022-08-27,0
582,35.0,Female,North,Post-Graduate,Salaried,998808.69,10000.0,Home,747.7,7,492,82.45,2025-08-26,0
583,66.0,Other,South,Primary,Unemployed,949019.86,10000.0,Other,601.5,2,227,15.22,2018-06-01,0
584,,Male,East,Secondary,Unemployed,1480548.09,692575.68,Business,608.5,4,374,73.13,2021-11-10,0
585,49.0,Female,South,Graduate,Salaried,312098.7,10000.0,Home,624.3,5,459,79.01,2025-04-11,0
586,55.0,Male,North,Graduate,Unemployed,480825.59,336054.22,Education,,2,271,94.31,2021-03-08,0
587,69.0,Male,North,Graduate,Self-Employed,657017.73,359017.32,Other,627.5,12,160,71.75,2023-09-01,0
588,43.0,Female,East,Secondary,Unemployed,642368.78,424534.03,Other,513.4,7,157,58.66,2018-01-22,1
589,57.0,Other,South,Post-Graduate,Unemployed,544347.63,10000.0,Car,708.6,4,150,66.69,2024-06-04,0
590,27.0,Female,North,Primary,Salaried,518510.42,10000.0,Business,615.6,5,237,18.33,2022-10-10,1
591,29.0,Other,West,Post-Graduate,Self-Employed,377495.25,440400.05,Business,588.0,8,403,43.56,2020-12-16,1
592,67.0,Other,North,Secondary,Self-Employed,634369.61,462443.54,Business,645.0,2,253,70.45,2019-06-14,0
593,,Female,North,Secondary,Salaried,684140.91,10000.0,Education,770.6,6,61,20.27,2024-05-30,0
594,40.0,Female,North,Graduate,Self-Employed,578667.12,305280.88,Car,756.3,12,78,22.08,2024-08-12,0
595,32.0,Female,East,Post-Graduate,Self-Employed,846239.97,137281.01,Other,597.8,6,251,58.71,2024-05-06,1
596,29.0,Male,West,Post-Graduate,Salaried,1193669.99,122203.35,Business,677.7,7,346,48.17,2021-08-25,0
597,42.0,Other,East,Primary,Unemployed,,239597.08,Other,671.1,2,367,12.11,2025-01-24,0
598,26.0,Female,North,Primary,Unemployed,269396.03,159166.18,Other,,0,495,58.47,2020-02-15,0
599,32.0,Other,East,Post-Graduate,Unemployed,933883.16,353048.38,Home,744.2,9,232,17.2,2023-12-26,0
600,52.0,Male,North,Primary,Unemployed,197094.16,665122.49,Car,690.9,6,17,83.07,2021-07-23,1
601,39.0,Male,North,Primary,Self-Employed,842365.0,551045.04,Business,,2,35,62.23,2021-08-25,0
602,27.0,Male,South,Secondary,Unemployed,987500.79,211053.71,Other,712.3,6,487,80.36,2019-05-11,0
603,36.0,Other,South,Primary,Self-Employed,199227.14,,Other,698.6,7,288,44.6,2023-06-07,1
604,58.0,Female,North,Secondary,Salaried,770210.3,407360.12,Education,769.0,12,69,35.89,2022-07-25,0
605,55.0,Other,East,Secondary,Salaried,1221417.83,359776.46,Home,543.2,7,26,10.09,2023-03-19,1
606,51.0,Other,East,Primary,Salaried,1004527.49,397892.07,Other,785.7,5,436,63.74,2024-07-24,0
607,57.0,Other,East,Graduate,Unemployed,817718.16,446112.88,Education,734.5,4,454,46.72,2024-11-05,0
608,69.0,Other,South,Primary,Unemployed,278256.93,346921.69,Business,782.1,5,179,27.9,2024-09-21,1
609,21.0,Other,North,Primary,Unemployed,1065122.12,183129.23,Business,,12,206,55.74,2025-04-12,0
610,64.0,Female,South,Post-Graduate,Salaried,413990.94,639213.05,Car,668.1,9,188,42.87,2018-02-04,1
611,68.0,Male,West,Graduate,Salaried,941870.69,425181.95,Education,660.9,9,325,35.77,2020-06-24,0
612,52.0,Female,West,Secondary,Unemployed,,354264.35,Car,633.8,3,425,64.27,2019-03-31,0
613,63.0,Male,East,Secondary,Unemployed,668537.54,27545.7,Home,722.1,11,38,20.83,2024-05-23,0
614,65.0,Other,North,Graduate,Self-Employed,,115793.93,Business,610.3,7,6,89.72,2025-03-10,1
615,38.0,Other,West,Graduate,Salaried,961627.34,609210.56,Business,659.3,11,119,13.99,2022-09-17,0
616,33.0,Male,South,Secondary,Salaried,690321.61,731106.78,Education,593.0,11,120,93.14,2022-10-02,1
617,40.0,Male,North,Post-Graduate,Salaried,1088000.37,534748.97,Education,666.0,12,325,89.48,2020-10-22,0
618,24.0,Male,West,Primary,Salaried,727434.02,217635.79,Home,673.7,1,402,61.0,2022-12-02,0
619,23.0,Male,North,Primary,Unemployed,247558.21,765854.2,Home,685.1,12,231,14.66,2024-11-06,1
620,39.0,Other,North,Post-Graduate,Self-Employed,594912.49,117535.92,Business,736.2,6,124,83.49,2025-05-26,0
621,48.0,Male,North,Primary,Unemployed,1003792.11,162081.7,Home,793.1,7,269,37.9,2020-02-28,0
622,58.0,Other,West,Secondary,Salaried,499593.6,513178.22,Car,765.7,10,265,31.78,2022-09-21,1
623,23.0,Male,West,Graduate,Unemployed,940777.99,480159.48,Education,793.6,4,303,85.24,2019-08-20,0
624,39.0,Other,North,Post-Graduate,Self-Employed,574191.83,731790.15,Car,684.7,10,79,14.87,2023-09-09,0
625,33.0,Other,East,Graduate,Self-Employed,572341.33,270489.42,Education,,11,244,60.98,2021-09-18,0
626,31.0,Male,South,Post-Graduate,Unemployed,1016477.6,791114.7,Car,572.0,7,117,88.2,2025-03-01,1
627,36.0,Male,East,Primary,Unemployed,190667.31,451599.13,Home,703.9,6,99,80.22,2018-01-28,1
628,30.0,Female,South,Secondary,Self-Employed,427345.02,513588.53,Car,767.3,12,189,13.73,2018-05-02,1
629,42.0,Female,North,Graduate,Salaried,829660.63,246329.82,Education,704.4,1,15,80.67,2019-07-17,0
630,50.0,Other,North,Primary,Salaried,908977.69,534249.67,Car,584.2,8,414,94.8,2022-11-12,1
631,33.0,Other,South,Graduate,Salaried,804777.37,627524.46,Education,524.1,3,476,13.93,2024-11-28,0
632,36.0,Male,North,Post-Graduate,Unemployed,217595.55,543528.55,Other,543.6,8,500,59.65,2023-06-26,1
633,25.0,Other,West,Post-Graduate,Self-Employed,847433.47,615189.82,Education,680.5,8,242,25.21,2022-03-12,0
634,58.0,Male,West,Secondary,Self-Employed,409508.85,691326.7,Business,635.9,0,111,28.66,2020-04-11,1
635,45.0,Male,West,Graduate,Self-Employed,67030.52,146219.15,Business,,1,156,47.78,2021-12-11,1
636,,Male,East,Primary,Self-Employed,649674.54,202582.52,Home,,4,200,12.1,2022-12-15,0
637,39.0,Other,South,Graduate,Salaried,897714.73,149528.14,Education,715.8,1,65,16.06,2018-06-06,0
638,37.0,Other,East,Primary,Self-Employed,50000.0,551846.69,Education,582.7,4,102,69.98,2019-07-19,0
639,43.0,Female,South,Secondary,Unemployed,763052.51,,Car,590.5,7,339,53.57,2019-09-04,1
640,51.0,Male,East,Secondary,Self-Employed,489172.09,129126.36,Business,633.8,7,374,79.22,2021-10-27,0
641,34.0,Female,East,Secondary,Self-Employed,155651.75,583966.08,Business,771.5,4,487,72.71,2023-08-10,0
642,64.0,Male,South,Secondary,Self-Employed,1167694.84,,Other,573.1,4,171,59.89,2024-05-13,0
643,61.0,Female,North,Graduate,Unemployed,901840.58,10000.0,Business,626.9,6,37,55.43,2020-02-11,0
644,61.0,Female,North,Secondary,Salaried,886132.01,497779.11,Home,698.2,8,95,12.73,2024-10-07,0
645,45.0,Male,South,Post-Graduate,Self-Employed,653913.77,578016.93,Home,701.8,8,10,24.61,2022-08-10,1
646,45.0,Female,South,Graduate,,743928.98,487662.09,Car,652.4,3,163,46.74,2025-06-15,0
647,53.0,Female,West,Post-Graduate,Self-Employed,631081.69,128921.58,Other,755.9,6,314,78.64,2023-11-24,0
648,23.0,Female,South,Post-Graduate,Salaried,681753.91,278286.33,Car,820.4,7,182,69.53,2021-05-03,0
649,60.0,Male,East,Graduate,Unemployed,665116.35,124906.41,Home,716.9,6,362,90.38,2020-09-08,0
650,65.0,Male,North,Graduate,Self-Employed,1055496.92,847034.02,Business,591.7,6,395,56.99,2022-02-19,1
651,31.0,Female,North,Primary,Self-Employed,693806.36,696887.47,Home,776.6,11,241,42.4,2022-06-24,0
652,66.0,Other,South,Post-Graduate,Salaried,905059.41,206482.4,Business,782.9,7,241,15.8,2024-02-25,0
653,38.0,Other,North,Graduate,Salaried,4798997.7,271708.59,Business,727.2,8,384,43.22,2018-11-14,0
654,43.0,Other,North,Post-Graduate,Unemployed,,282872.65,Education,535.8,8,115,47.57,2018-07-15,1
655,49.0,Male,West,Primary,Salaried,,407819.53,Education,697.3,5,470,30.28,2019-01-10,0
656,33.0,Male,North,Post-Graduate,Unemployed,50000.0,982190.7,Home,748.3,1,413,81.01,2025-06-13,1
657,41.0,Male,North,Post-Graduate,Unemployed,514271.29,715032.68,Education,744.3,6,66,29.75,2019-03-10,1
658,21.0,Male,South,Post-Graduate,Self-Employed,579376.81,310686.09,Other,686.6,4,337,63.03,2018-06-29,0
659,52.0,Female,West,Secondary,Self-Employed,,387722.83,Car,816.2,2,133,91.52,2024-09-23,0
660,61.0,Other,West,Post-Graduate,Unemployed,665226.1,136142.12,Car,501.2,10,251,15.74,2018-03-14,1
661,53.0,Other,North,Primary,Salaried,50000.0,,Education,568.9,4,126,72.72,2020-09-24,0
662,52.0,Female,East,Secondary,Self-Employed,273146.08,497927.75,Education,718.6,0,126,88.49,2024-09-15,0
663,62.0,Female,South,Secondary,Unemployed,,330834.07,Home,569.8,12,17,29.47,2021-09-18,1
664,63.0,Female,South,Post-Graduate,Unemployed,979834.47,522607.56,Home,577.5,3,316,84.18,2023-11-06,0
665,25.0,Other,South,Secondary,Unemployed,778159.93,330523.63,Home,654.3,3,69,17.8,2024-08-24,0
666,48.0,Female,East,Post-Graduate,Unemployed,576115.08,249398.94,Car,783.7,3,222,25.0,2020-10-16,0
667,38.0,,West,Secondary,Self-Employed,923076.71,182135.93,Home,636.7,7,230,45.93,2024-11-01,0
668,69.0,Other,South,Graduate,Self-Employed,925637.94,656428.08,Business,586.3,4,309,55.66,2024-03-14,0
669,40.0,Other,East,Post-Graduate,Self-Employed,421340.47,469680.95,Business,714.1,7,105,23.15,2020-02-16,1
670,46.0,Male,West,Secondary,Salaried,771034.18,197393.58,Business,738.1,10,306,16.05,2018-06-09,0
671,37.0,Female,South,Secondary,Self-Employed,766713.65,10000.0,Home,654.8,5,361,14.9,2022-04-28,0
672,44.0,Other,South,Graduate,Salaried,288051.14,227586.72,Other,583.1,10,80,32.21,2023-02-09,1
673,,Other,South,Post-Graduate,Salaried,7497594.79,256824.27,Business,693.2,6,208,70.02,2018-11-26,0
674,37.0,Other,North,Primary,Unemployed,272335.96,91405.48,Other,679.6,6,305,36.18,2022-08-13,0
675,70.0,Female,North,Primary,Salaried,861963.28,10000.0,Business,709.3,11,162,10.55,2019-11-21,0
676,54.0,Male,West,Secondary,Unemployed,1182276.6,,Home,752.2,2,196,25.84,2019-07-05,0
677,49.0,Female,North,Secondary,Salaried,510751.24,329278.41,Education,679.9,3,137,93.55,2022-08-02,0
678,26.0,Male,North,Graduate,Salaried,153964.23,361708.55,Other,743.2,9,125,50.62,2025-07-18,0
679,23.0,Female,West,Graduate,Self-Employed,5995368.18,573714.78,Education,515.6,12,141,89.23,2023-04-23,1
680,41.0,Male,North,Post-Graduate,,167477.66,744647.49,Business,642.5,6,317,14.87,2021-12-29,0
681,67.0,Female,West,Post-Graduate,Unemployed,1049172.92,10000.0,Car,741.7,11,389,79.28,2022-02-18,0
682,21.0,Other,East,Post-Graduate,Salaried,957433.04,841342.05,Other,646.2,0,329,40.62,2018-07-07,0
683,52.0,Other,West,Graduate,Unemployed,,602078.62,Car,534.3,7,342,82.85,2019-02-16,1
684,66.0,Male,East,Post-Graduate,Salaried,1003965.98,76932.23,Business,668.5,11,263,12.7,2023-08-02,0
685,28.0,Female,West,Graduate,Salaried,328131.41,434865.62,Education,760.6,11,50,18.96,2018-04-30,1
686,63.0,Male,East,Secondary,Unemployed,1332557.42,502477.35,Other,658.5,2,477,55.44,2023-07-09,0
687,25.0,Male,South,Graduate,Salaried,519653.89,208776.17,Education,674.0,10,406,57.76,2022-11-25,0
688,26.0,Female,South,Graduate,Self-Employed,406983.44,220157.73,Other,759.1,3,386,90.07,2024-06-04,0
689,68.0,Male,South,Primary,Self-Employed,807226.87,400942.4,Home,792.1,5,399,41.03,2025-08-14,0
690,55.0,Other,East,Secondary,Unemployed,50000.0,214813.16,Home,797.9,4,433,28.61,2025-08-17,1
691,59.0,Other,West,Primary,Self-Employed,548807.9,667142.23,Car,660.1,9,249,63.64,2020-06-02,1
692,66.0,Female,West,Graduate,Unemployed,1275677.55,350419.64,Car,553.1,11,381,14.47,2020-01-04,1
693,22.0,Female,South,Post-Graduate,Salaried,440065.66,332701.04,Car,797.6,6,41,54.87,2021-03-05,0
694,,Other,South,Post-Graduate,Unemployed,669277.14,10000.0,Business,618.7,11,160,48.89,2019-11-02,1
695,39.0,Other,South,Post-Graduate,Self-Employed,,296756.96,Car,714.0,5,376,82.77,2019-02-22,0
696,24.0,Female,West,Secondary,Unemployed,1110298.37,555253.49,Business,672.9,0,65,93.32,2025-04-16,0
697,36.0,Other,North,Post-Graduate,Unemployed,917653.03,439339.21,Business,613.9,10,386,41.91,2025-07-10,1
698,38.0,Other,South,Primary,Unemployed,50000.0,364054.4,Other,683.6,1,47,20.37,2025-03-12,1
699,57.0,Female,North,Secondary,Self-Employed,242315.92,449404.26,Home,622.5,10,364,46.86,2024-05-29,1
700,46.0,Other,North,Secondary,Unemployed,537288.43,10000.0,Home,651.0,7,37,54.11,2024-07-23,0
701,32.0,Male,North,Graduate,Salaried,5995462.51,106174.11,Home,622.5,0,70,58.88,2025-04-27,0
702,28.0,Female,North,Graduate,Unemployed,784828.64,194823.01,Other,746.4,6,488,65.94,2020-10-14,0
703,49.0,Other,North,Secondary,Salaried,922300.77,623514.77,Car,850.0,9,280,53.4,2019-02-10,0
704,30.0,Female,South,Post-Graduate,Salaried,159405.79,711653.5,Other,527.3,9,287,28.36,2022-01-10,1
705,37.0,Other,South,Primary,Unemployed,670875.6,761325.65,Education,517.9,10,222,89.92,2019-08-10,1
706,61.0,Male,West,Secondary,Self-Employed,896765.16,485079.49,Business,743.2,10,336,79.74,2024-10-13,0
707,45.0,Male,East,Graduate,Self-Employed,,455123.01,Car,704.0,8,213,15.61,2025-03-07,0
708,35.0,Other,East,Post-Graduate,Salaried,802162.27,969132.91,Other,792.7,3,198,90.9,2019-05-21,1
709,43.0,Male,East,Post-Graduate,Self-Employed,515974.27,10000.0,Other,563.6,2,167,90.45,2022-05-15,0
710,29.0,Other,East,Primary,,300537.21,246860.25,Education,578.0,10,69,22.13,2024-05-13,1
711,66.0,Female,West,Secondary,Self-Employed,777751.32,29141.62,Home,607.4,5,413,49.84,2021-03-20,1
712,40.0,Male,North,Primary,Unemployed,784549.79,358266.19,Education,708.1,1,44,72.05,2019-01-19,0
713,56.0,,North,Post-Graduate,Salaried,7156906.46,205451.05,Other,779.8,11,74,50.77,2023-10-11,0
714,33.0,Other,North,Post-Graduate,Salaried,556306.81,389851.61,Other,569.3,11,278,73.72,2020-09-27,1
715,35.0,Female,South,Primary,Self-Employed,830559.44,612916.25,Education,666.3,7,199,24.49,2019-04-09,0
716,51.0,Other,North,Post-Graduate,Unemployed,777260.92,494108.67,Business,791.5,9,206,28.48,2021-06-02,0
717,24.0,Female,South,Primary,Unemployed,444235.76,672137.74,Other,675.7,11,100,44.18,2018-02-06,1
718,30.0,Female,East,Graduate,Self-Employed,724228.46,425161.74,Business,675.7,12,341,31.26,2023-04-12,0
719,32.0,Female,South,Primary,Salaried,468460.27,355049.98,Education,638.2,2,186,73.5,2018-01-24,0
720,23.0,Other,East,Primary,Self-Employed,431618.66,202779.36,Business,709.9,0,87,66.63,2023-05-18,0
721,56.0,Male,North,Secondary,Salaried,246218.32,410534.09,Education,680.8,6,261,71.71,2022-05-12,1
722,53.0,Female,West,Graduate,Self-Employed,1066146.85,367274.92,Business,659.0,5,224,93.0,2018-02-02,0
723,26.0,Other,West,Secondary,Self-Employed,715491.01,211801.37,Home,627.1,12,63,83.45,2020-10-10,0
724,65.0,Male,South,Post-Graduate,Salaried,683962.59,276152.06,Education,650.9,9,327,63.93,2020-07-28,0
725,33.0,Male,South,Graduate,Self-Employed,985389.29,286438.2,Business,699.0,6,273,36.05,2025-02-07,0
726,24.0,Other,West,Secondary,Self-Employed,752469.32,268285.99,Home,633.1,4,191,33.85,2021-12-08,0
727,,Female,East,Graduate,Self-Employed,794945.95,420786.82,Home,698.7,9,56,46.63,2020-10-30,0
728,27.0,Other,East,Secondary,Unemployed,1029454.16,224632.65,Education,570.4,2,174,40.65,2022-01-20,0
729,34.0,Male,South,Post-Graduate,Salaried,589398.75,346016.74,Home,614.8,0,305,92.31,2025-05-04,0
730,55.0,Male,South,Secondary,Self-Employed,403984.39,309906.55,Other,755.3,12,108,55.35,2019-09-22,0
731,66.0,Male,West,Post-Graduate,Unemployed,690253.22,911817.34,Other,838.6,5,234,63.54,2019-04-26,0
732,22.0,Other,South,Post-Graduate,Self-Employed,249386.29,301085.32,Other,850.0,4,28,91.24,2018-09-07,0
733,53.0,Male,South,Secondary,Unemployed,877593.51,373248.43,Home,589.1,6,315,33.08,2020-01-24,1
734,53.0,Other,North,Secondary,Salaried,1047000.62,319967.16,Home,597.6,4,441,28.73,2021-01-04,0
735,55.0,Male,South,Primary,Salaried,,470406.91,Education,799.3,4,452,77.2,2025-03-16,0
736,61.0,Other,East,Graduate,Salaried,241289.56,329073.48,Home,701.4,11,457,56.69,2019-07-02,1
737,43.0,Other,West,Graduate,Unemployed,849156.87,1035937.17,Other,765.5,12,485,76.34,2019-03-12,0
738,56.0,Male,West,Secondary,Unemployed,,193098.79,Business,702.0,3,302,63.53,2022-06-08,0
739,44.0,Other,East,Primary,Self-Employed,904255.21,629194.14,Car,555.4,2,101,58.42,2020-01-09,0
740,32.0,Other,West,Primary,Unemployed,839235.59,338159.44,Other,638.3,2,41,46.24,2023-02-07,0
741,29.0,Male,South,Primary,Self-Employed,620714.61,10000.0,Car,669.7,0,395,80.59,2018-06-29,0
742,61.0,Other,North,Secondary,Salaried,742614.09,409043.89,Business,670.7,12,59,56.1,2021-10-18,0
743,69.0,Other,North,Primary,,399818.04,295736.44,Home,660.1,0,283,68.82,2025-01-14,0
744,55.0,Male,West,Post-Graduate,,851382.1,10000.0,Education,670.3,2,5,87.53,2018-04-09,0
745,62.0,Female,East,Primary,Unemployed,,949203.44,Education,637.1,1,256,24.41,2019-03-28,1
746,28.0,Other,South,Post-Graduate,Salaried,261777.71,493687.22,Education,666.6,0,314,22.84,2022-10-22,1
747,60.0,Male,South,Secondary,Self-Employed,814360.04,189154.78,Car,769.1,4,420,87.09,2018-11-09,0
748,45.0,Female,South,Secondary,Self-Employed,478108.37,598483.83,Education,496.7,1,62,59.12,2021-02-14,1
749,41.0,Other,West,Post-Graduate,Unemployed,356493.29,410424.82,Other,600.1,2,415,90.24,2020-10-04,1
750,,Other,North,Secondary,Self-Employed,445332.4,171436.07,Home,644.3,9,402,68.95,2020-06-17,0
751,34.0,Female,West,Secondary,Unemployed,755767.95,398219.48,Business,832.1,0,471,39.69,2019-07-25,0
752,36.0,Male,West,Graduate,Salaried,522154.39,465900.51,Home,794.6,1,497,69.14,2019-08-10,1
753,63.0,Other,West,Secondary,,402431.31,260396.19,Business,701.5,2,45,30.83,2018-02-21,0
754,68.0,Other,North,Graduate,Salaried,841727.72,10000.0,Car,650.7,7,215,71.42,2022-12-24,0
755,24.0,Other,East,Graduate,Unemployed,756260.73,356610.18,Car,669.7,6,353,90.6,2023-02-04,0
756,48.0,Female,North,Secondary,Self-Employed,699081.78,384989.0,Car,710.5,6,491,20.64,2020-05-17,0
757,68.0,Male,North,Graduate,Unemployed,1104297.52,348778.54,Business,651.8,10,333,44.43,2022-04-08,0
758,33.0,Other,North,Primary,Salaried,380338.27,588056.34,Other,720.5,12,438,38.52,2020-09-08,1
759,21.0,Male,West,Primary,Salaried,710568.55,185183.58,Education,668.4,4,48,93.02,2024-05-02,0
760,26.0,Female,East,Secondary,Unemployed,641203.13,634471.34,Home,683.5,4,495,43.84,2020-03-09,1
761,42.0,Male,East,Secondary,Salaried,287944.75,626217.87,Business,694.1,9,412,42.48,2024-07-29,0
762,26.0,Male,East,Post-Graduate,,539894.91,731595.21,Education,741.7,3,418,67.92,2019-07-31,0
763,39.0,Male,West,Primary,Salaried,322654.2,778575.92,Car,773.4,6,127,27.75,2024-11-05,1
764,70.0,Female,East,Secondary,Self-Employed,371819.45,10000.0,Car,626.2,12,463,17.41,2019-01-21,0
765,25.0,Male,North,Post-Graduate,Salaried,646375.06,633325.24,Education,731.8,4,247,93.17,2022-12-16,1
766,39.0,Female,East,Primary,Unemployed,1165595.81,747496.74,Business,557.8,2,230,41.17,2025-01-02,0
767,53.0,,East,Post-Graduate,Salaried,,558000.12,Other,850.0,0,384,77.2,2024-04-16,1
768,46.0,,West,Primary,Salaried,918860.56,485776.34,Car,820.5,10,52,39.66,2023-04-03,0
769,,Female,South,Post-Graduate,Salaried,1290471.17,798538.56,Education,615.2,1,167,39.11,2024-10-11,0
770,50.0,Other,West,Primary,Self-Employed,824022.7,557249.51,Business,745.4,10,114,37.22,2018-05-09,0
771,51.0,Male,East,Post-Graduate,Salaried,,567810.05,Education,684.0,4,330,24.97,2019-08-04,0
772,66.0,Female,East,Graduate,Salaried,385882.61,248071.16,Car,703.5,4,99,80.6,2019-01-14,0
773,43.0,,North,Secondary,Salaried,1021274.87,297758.82,Other,718.4,6,186,87.57,2024-05-25,0
774,60.0,,South,Post-Graduate,Salaried,50000.0,160621.81,Business,568.2,11,385,80.14,2021-07-20,1
775,41.0,Other,West,Primary,Salaried,1300447.6,833413.38,Car,674.0,7,487,80.76,2019-05-30,0
776,68.0,Male,South,Primary,Self-Employed,696661.68,124484.05,Education,722.3,2,312,42.09,2021-11-26,0
777,22.0,Female,East,Primary,Salaried,617632.01,602788.0,Business,738.3,7,216,44.88,2021-12-13,0
778,48.0,Other,West,Graduate,Unemployed,949053.76,259144.61,Other,666.4,6,200,34.23,2025-05-25,0
779,27.0,Other,North,Post-Graduate,Unemployed,1243024.1,,Other,622.9,6,58,52.19,2024-12-30,0
780,23.0,Female,North,Graduate,Self-Employed,364661.71,,Business,641.2,12,237,56.88,2019-04-14,1
781,62.0,Female,West,Secondary,Salaried,3353582.97,,Business,644.8,4,142,84.77,2020-12-19,0
782,23.0,Female,South,Post-Graduate,,5108341.87,538139.95,Other,735.7,8,424,73.01,2021-07-24,0
783,46.0,Female,South,Post-Graduate,Salaried,852091.33,736440.1,Home,709.1,2,485,64.08,2019-12-13,1
784,66.0,Female,South,Graduate,Salaried,326319.67,46899.32,Home,677.4,12,205,81.66,2025-01-13,0
785,26.0,Female,North,Secondary,Self-Employed,,406109.46,Education,735.6,8,476,92.65,2024-05-31,0
786,32.0,Female,North,Graduate,Salaried,1041380.92,568135.34,Car,644.8,8,435,30.85,2022-03-29,0
787,61.0,Male,North,Primary,Self-Employed,1558905.64,504808.98,Education,802.9,1,59,22.06,2020-12-09,0
788,34.0,Male,West,Post-Graduate,Self-Employed,1140830.71,347403.34,Business,680.8,1,254,91.53,2018-11-09,0
789,31.0,Female,North,Secondary,Unemployed,718284.05,432277.7,Education,592.8,0,65,92.95,2021-11-21,0
790,28.0,Male,North,Graduate,Salaried,531837.24,453048.49,Car,682.8,8,394,22.95,2022-02-03,1
791,26.0,Female,West,Post-Graduate,Unemployed,600855.15,10000.0,Business,507.9,5,367,56.88,2021-04-20,1
792,33.0,Other,East,Secondary,Salaried,785761.85,555567.32,Business,808.2,11,148,91.76,2019-02-26,0
793,48.0,Female,East,Primary,Self-Employed,933446.84,223779.89,Car,719.3,9,201,46.49,2024-05-12,0
794,23.0,Male,North,Secondary,Self-Employed,316412.46,395058.25,Business,751.9,9,428,84.57,2023-12-13,1
795,32.0,Other,East,Secondary,Self-Employed,627013.63,475679.66,Other,595.6,1,9,37.08,2018-02-14,0
796,41.0,Other,East,Primary,Unemployed,1075849.4,171523.87,Business,653.9,9,113,54.82,2019-02-26,0
797,64.0,Male,North,Post-Graduate,Salaried,710219.88,181531.56,Other,721.1,7,28,94.17,2022-09-22,0
798,41.0,,West,Graduate,Salaried,1210967.85,404417.2,Business,694.5,0,334,76.58,2024-06-16,0
799,23.0,Female,East,Graduate,Self-Employed,1232342.85,59582.27,Home,663.7,1,429,78.21,2021-05-17,0
800,56.0,Other,North,Graduate,Unemployed,610155.67,322424.2,Home,680.8,4,361,93.64,2023-07-14,0
801,22.0,Female,North,Primary,Self-Employed,791114.68,860903.99,Home,819.0,11,228,29.24,2018-12-27,1
802,28.0,Female,South,Secondary,Unemployed,675800.47,334555.9,Business,731.6,11,318,77.29,2022-04-04,0
803,28.0,Other,South,Post-Graduate,Unemployed,1118678.03,754594.8,Business,818.5,6,331,47.98,2019-05-17,0
804,38.0,Male,South,Primary,Salaried,194798.49,378545.63,Business,630.3,4,397,35.18,2018-12-06,1
805,24.0,Other,East,Graduate,Unemployed,804422.98,762214.9,Business,619.3,5,111,79.19,2023-12-02,1
806,62.0,Other,South,Post-Graduate,Salaried,929342.38,10000.0,Home,675.6,3,474,40.91,2023-01-28,0
807,38.0,Female,South,Graduate,Salaried,295509.15,576864.9,Business,651.3,7,453,19.11,2019-03-28,1
808,63.0,Male,West,Post-Graduate,Unemployed,635060.78,325010.72,Education,708.2,8,48,40.13,2020-05-18,0
809,24.0,Other,West,Post-Graduate,Salaried,431082.29,486550.39,Home,561.2,3,155,26.1,2019-12-25,1
810,62.0,Other,North,Graduate,Salaried,1163108.21,494760.86,Other,702.3,0,299,32.63,2018-09-27,0
811,65.0,Female,East,Graduate,Unemployed,636236.99,156370.7,Home,665.5,4,258,27.48,2020-04-13,0
812,27.0,Other,North,Secondary,Salaried,85942.11,691851.4,Education,626.5,11,161,82.47,2020-09-04,1
813,50.0,Male,East,Post-Graduate,Unemployed,730187.79,431132.41,Home,657.9,4,456,16.54,2025-08-14,0
814,52.0,Male,South,Secondary,Salaried,862000.18,325109.25,Home,,0,295,67.8,2021-04-05,0
815,40.0,Male,East,Graduate,Unemployed,790129.9,186734.51,Education,628.0,10,254,31.55,2023-02-23,0
816,54.0,Other,North,Secondary,Self-Employed,,735589.8,Car,561.9,9,252,19.58,2023-10-29,1
817,63.0,Male,West,Primary,Self-Employed,981841.42,391270.16,Other,584.6,6,189,27.54,2019-01-01,1
818,49.0,Female,East,Secondary,Salaried,483209.35,510384.27,Other,649.5,10,183,85.48,2022-05-21,1
819,54.0,Male,West,Secondary,Self-Employed,530510.53,10000.0,Car,705.4,12,410,39.49,2019-03-28,0
820,54.0,Male,West,Primary,Salaried,327659.4,136831.22,Education,607.4,4,254,34.5,2021-04-22,0
821,58.0,Other,South,Primary,Unemployed,5687935.65,602634.92,Education,600.5,0,133,21.71,2021-03-06,0
822,30.0,Female,South,Post-Graduate,Self-Employed,1155260.88,508954.33,Business,767.7,1,153,28.6,2023-04-23,0
823,27.0,Male,East,Secondary,Self-Employed,1227879.96,49988.86,Other,714.7,5,416,59.14,2025-08-30,0
