customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income_group,credit_score_binary,income_quantile,income_cluster,income_log,loan_reciprocal,transaction_sqrt,income_boxcox,loan_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
372,33.0,Female,South,Primary,Unemployed,994117.26,439907.18,Other,595.8,3,247,43.08,2021-07-02,0,High,0.0,Q4-High,2.0,13.809611452404942,2.273206816037869e-06,15.716233645501712,438172.20395913406,31228.563250882307,0.44251035335610206,41.166666666666664,0.43079999999999996
373,54.0,Other,West,Graduate,Salaried,947361.49,598859.93,Car,665.4,10,116,92.73,2020-08-24,0,High,0.0,Q4-High,0.0,13.761437076118845,1.6698395566388924e-06,10.770329614269007,418855.7282962029,39687.01178455003,0.6321345508777225,19.333333333333332,0.9273
374,38.0,Other,South,Graduate,Salaried,775439.61,251990.47,Car,711.8,0,302,76.6,2023-05-01,0,High,1.0,Q3,0.0,13.56118667581634,3.968404043216381e-06,17.378147196982766,347274.6694394621,20254.52712401041,0.3249646610133831,50.333333333333336,0.7659999999999999
375,31.0,Male,South,Post-Graduate,Self-Employed,243411.09,400193.15,Education,796.0,0,35,40.22,2019-09-23,0,Low,1.0,Q1-Low,3.0,12.40251112962491,2.4987933951393157e-06,5.916079783099616,117416.7312389452,29014.95490854663,1.6441040135024252,5.833333333333333,0.4022
376,56.0,Female,South,Graduate,Salaried,604001.1,404787.9104582994,Business,553.4,7,380,26.4,2022-03-28,1,High,0.0,Q2,1.0,13.3113329537321,2.4704295117603714e-06,19.493588689617926,274865.6638535773,29273.485222008403,0.6701774391773448,63.333333333333336,0.264
377,66.0,Other,South,Primary,Unemployed,468388.92,479947.03,Car,696.6,5,170,72.25,2021-02-01,0,Medium,0.0,Q1-Low,1.0,13.05705639040582,2.083563263220939e-06,13.038404810405298,216655.68084184636,33415.61892716772,1.0246763095933185,28.333333333333332,0.7225
378,49.0,Other,South,Primary,Self-Employed,879184.59,379966.31,Education,746.7,0,402,64.23,2022-04-02,0,High,1.0,Q3,0.0,13.686751292037323,2.6318122783043514e-06,20.049937655763422,390578.7283247502,27868.85546266866,0.43218035702832325,67.0,0.6423000000000001
379,70.0,Male,East,Graduate,Self-Employed,507904.67,249301.5,Education,806.7,3,273,68.07,2024-03-08,0,Medium,1.0,Q1-Low,1.0,13.138051020341909,4.011207313233157e-06,16.522711641858304,233716.98245207802,20086.375792674255,0.4908430946303369,45.5,0.6807
380,28.0,Male,West,Secondary,Salaried,586360.13,359479.22,Home,662.4,2,96,84.25,2020-04-07,0,Medium,0.0,Q2,1.0,13.281691141545844,2.7818019634069453e-06,9.797958971132712,267345.3405769556,26694.04779620815,0.6130690024916939,16.0,0.8425
381,57.0,Male,South,Post-Graduate,Salaried,512843.52,207190.36,Business,613.4,0,192,28.76,2018-10-18,0,Medium,0.0,Q2,1.0,13.147727998292877,4.826479378673773e-06,13.856406460551018,235843.25909350638,17396.420370420838,0.40400307680596215,32.0,0.2876
382,61.0,Other,East,Primary,Unemployed,418449.03,10000.0,Home,621.1,6,425,41.37,2018-08-27,0,Medium,0.0,Q1-Low,1.0,12.94431275915417,9.999999999998999e-05,20.615528128088304,194959.99730097014,1649.456042947427,0.02389777316487028,70.83333333333333,0.41369999999999996
383,40.0,Male,South,Post-Graduate,Unemployed,884646.39,482010.73,Home,720.8,6,102,26.42,2025-05-14,0,High,1.0,Q3,0.0,13.692944415217461,2.0746426122090642e-06,10.099504938362077,392849.1055254835,33527.2133688822,0.5448625975854601,17.0,0.2642
384,70.0,Male,West,Graduate,Unemployed,829163.31,226180.88,Car,740.4,10,223,85.04,2019-11-15,0,High,1.0,Q3,0.0,13.628173617131681,4.421240203858061e-06,14.933184523068078,369742.8755671148,18623.259783663252,0.27278206509161623,37.166666666666664,0.8504
385,45.51325139608679,Female,East,Secondary,Unemployed,1024542.66,397338.08,Other,594.0,5,437,41.6,2025-02-06,1,Very High,0.0,Q4-High,2.0,13.83975786166326,2.516748457635869e-06,20.904544960366874,450710.5888684701,28853.97734357037,0.38781994690196697,72.83333333333333,0.41600000000000004
386,34.0,Male,North,Graduate,Unemployed,1549445.58,10000.0,Home,644.1,5,497,48.45,2022-06-15,0,Very High,0.0,Q4-High,2.0,14.253408379978339,9.999999999998999e-05,22.293496809607955,663781.1854864999,1649.456042947427,0.006453921408456307,82.83333333333333,0.48450000000000004
388,43.0,Male,West,Secondary,Unemployed,679574.67,350644.55,Home,826.3,3,124,31.78,2021-05-15,0,High,1.0,Q2,0.0,13.429223867668197,2.851890896350727e-06,11.135528725660043,306928.39279800735,26182.857073700092,0.5159764857039183,20.666666666666668,0.3178
389,67.0,Other,West,Primary,Salaried,544256.51,655942.89,Education,767.8,1,309,64.59,2018-06-03,0,Medium,1.0,Q2,1.0,13.207177777807287,1.5245229657112349e-06,17.578395831246947,249337.01810965684,42596.4357507956,1.2052090842239076,51.5,0.6459
390,43.0,Other,North,Post-Graduate,Salaried,422975.22,10000.0,Education,744.8,1,450,75.48,2025-04-27,0,Medium,1.0,Q1-Low,1.0,12.955071238954062,9.999999999998999e-05,21.213203435596427,196932.9055064179,1649.456042947427,0.023642046926531535,75.0,0.7548
391,54.0,Female,North,Secondary,Self-Employed,1061383.34,479712.02,Education,630.6,0,349,72.18,2022-05-29,0,Very High,0.0,Q4-High,2.0,13.875084595168728,2.0845839968737868e-06,18.681541692269406,465860.86406015954,33402.90399822111,0.4519686732599364,58.166666666666664,0.7218000000000001
392,46.0,Male,West,Post-Graduate,Unemployed,696802.4,253558.21,Car,748.2,11,30,56.59,2020-12-11,0,High,1.0,Q2,0.0,13.454258583957435,3.943867563980658e-06,5.477225575051661,314204.48665519815,20352.37900555317,0.363888255838384,5.0,0.5659000000000001
393,69.0,Male,East,Post-Graduate,Self-Employed,954205.84,639890.3,Other,653.3,9,381,54.56,2020-09-19,0,High,0.0,Q4-High,0.0,13.768635740346982,1.5627678681799026e-06,19.519221295943137,421687.12377863104,41784.181575394956,0.6705998571545109,63.5,0.5456
394,26.0,Male,East,Secondary,Self-Employed,538008.48,195916.39,Other,714.5,3,169,39.28,2025-05-08,0,Medium,1.0,Q2,1.0,13.19563145980652,5.104218182052022e-06,13.0,246657.1871199944,16656.277203149395,0.36415111895634067,28.166666666666668,0.39280000000000004
395,49.0,Male,North,Secondary,Unemployed,468803.46,211687.85,Car,691.0,2,392,71.92,2018-12-18,0,Medium,0.0,Q1-Low,1.0,13.057941030851563,4.723936683187038e-06,19.79898987322333,216835.12881987233,17689.15853301348,0.45154924837798766,65.33333333333333,0.7192000000000001
397,69.0,Female,South,Primary,Self-Employed,681262.41,686751.81,Car,748.4,0,197,59.56,2025-06-10,1,High,1.0,Q2,0.0,13.431704309169525,1.4561301265445494e-06,14.035668847618199,307641.724001302,44143.08024494504,1.0080576880793997,32.833333333333336,0.5956
398,65.0,Other,East,Primary,Salaried,1060572.18,744513.24,Education,713.4,0,39,43.03,2021-01-16,0,Very High,1.0,Q4-High,2.0,13.874320055792358,1.3431594581178954e-06,6.244997998398398,465527.6518062807,47001.90568230674,0.7019920511209337,6.5,0.4303
399,62.0,Other,West,Primary,Salaried,66102.39,847736.09,Car,642.0,7,448,60.75,2018-12-27,1,Low,0.0,Q1-Low,3.0,11.098975310455108,1.1796123956454407e-06,21.166010488516726,34665.605902729396,51991.37632210506,12.82459060859978,74.66666666666667,0.6075
400,54.0,Other,East,Secondary,Unemployed,71428.52,10000.0,Education,680.309000342624,0,182,68.17,2021-12-26,0,Low,0.0,Q1-Low,3.0,11.176466508260837,9.999999999998999e-05,13.490737563232042,37273.158749748865,1649.456042947427,0.14000010080007258,30.333333333333332,0.6817
401,24.0,Female,West,Secondary,Salaried,266471.57,35111.03,Business,686.8,8,490,33.82,2019-09-14,0,Low,0.0,Q1-Low,3.0,12.493026590461438,2.8481078453123467e-05,22.135943621178654,127796.84235078742,4378.727727904263,0.13176276178355537,81.66666666666667,0.3382
402,54.0,Female,East,Graduate,Self-Employed,632635.89,133481.62,Other,616.3,3,218,30.43,2019-09-18,0,High,0.0,Q2,1.0,13.357651903044365,7.491668141276624e-06,14.7648230602334,287042.8660782975,12361.675804857341,0.2109928034591904,36.333333333333336,0.3043
403,29.0,Male,West,Secondary,Unemployed,743975.62,531541.54,Other,723.2,4,357,69.94,2023-11-16,0,High,1.0,Q3,0.0,13.519764888590279,1.881320507894826e-06,18.894443627691185,334069.86417661246,36174.85415575617,0.7144609658042289,59.5,0.6994
404,31.0,Other,North,Graduate,Self-Employed,131665.11,10000.0,Business,619.9,1,99,37.0,2019-08-20,0,Low,0.0,Q1-Low,3.0,11.788024527358111,9.999999999998999e-05,9.9498743710662,66064.73640271614,1649.456042947427,0.07595026503224735,16.5,0.37
405,45.70101644620945,Other,East,Secondary,Unemployed,50000.0,604176.48,Car,731.1,12,101,19.08,2020-01-27,1,Low,1.0,Q1-Low,3.0,10.819798284210286,1.6551455296637803e-06,10.04987562112089,26694.53473840472,39960.51960175176,12.0835296,16.833333333333332,0.19079999999999997
406,35.0,Female,East,Secondary,Self-Employed,602279.99,158099.62,Business,762.7,7,73,52.7,2024-10-12,0,High,1.0,Q2,1.0,13.308479376189364,6.325125892143155e-06,8.54400374531753,274132.58341813996,14099.403011794877,0.2625018639586548,12.166666666666666,0.527
407,51.0,Male,South,Primary,Salaried,827676.3,524594.95,Business,681.1,4,491,45.11,2025-07-12,0,High,0.0,Q3,0.0,13.62637862310173,1.9062326086059313e-06,22.15851980616034,369122.26565953426,35806.95952281535,0.6338165657274467,81.83333333333333,0.4511
408,60.0,Other,West,Graduate,Self-Employed,648034.62,274629.94,Other,749.0,3,223,44.41,2018-06-21,0,High,1.0,Q2,1.0,13.381700942959467,3.641263585463393e-06,14.933184523068078,293576.6102739462,21654.89851527222,0.4237889944830417,37.166666666666664,0.44409999999999994
409,68.0,Male,West,Primary,Unemployed,365481.8,264660.54,Business,674.4,1,236,48.84,2018-06-23,0,Medium,0.0,Q1-Low,3.0,12.80897449824114,3.778424996790214e-06,15.362291495737216,171766.04504748527,21041.540622397886,0.7241415030789494,39.333333333333336,0.48840000000000006
410,54.0,Female,East,Primary,Unemployed,619392.14,557764.9,Other,669.4,7,208,85.17,2021-03-17,1,High,0.0,Q2,1.0,13.336495471225811,1.792870078414755e-06,14.422205101855956,281415.33454018633,37554.145722217116,0.90050367768632,34.666666666666664,0.8517
411,30.0,Female,East,Post-Graduate,Salaried,278867.68,481741.89,Car,635.9,9,485,86.02,2024-02-17,1,Low,0.0,Q1-Low,3.0,12.538496268994844,2.075800383479207e-06,22.02271554554524,133352.54968985365,33512.681907930906,1.727492730602557,80.83333333333333,0.8602
412,50.0,Other,South,Primary,Salaried,699219.41,360939.09,Home,634.3,7,51,31.26,2025-04-10,0,High,0.0,Q2,0.0,13.45772129340086,2.770550565747803e-06,7.14142842854285,315224.376487842,26778.247402703306,0.5162029040355158,8.5,0.3126
413,66.0,Other,West,Primary,Salaried,773093.2299295971,474215.72,Education,587.6,8,318,90.73,2022-04-01,1,High,0.0,Q3,0.0,13.558156221730846,2.1087449399610752e-06,17.832554500127006,346291.14346384123,33105.135494819726,0.6134004304282746,53.0,0.9073
414,57.0,Female,East,Graduate,Unemployed,1053354.66,496693.15,Business,648.4,2,96,75.38,2018-07-30,0,Very High,0.0,Q4-High,2.0,13.86749149287288,2.013315464487477e-06,9.797958971132712,462562.0826407471,34318.12268275061,0.4715345826637346,16.0,0.7537999999999999
415,39.0,Other,North,Post-Graduate,Salaried,594882.38,310787.92,Car,708.5,4,11,48.98,2023-08-05,0,Medium,1.0,Q2,1.0,13.296120665317257,3.217628278473619e-06,3.3166247903554,270980.14997662226,23839.488961289964,0.5224359141381865,1.8333333333333333,0.48979999999999996
416,58.0,Female,South,Primary,Salaried,762898.3596482971,141331.91,Car,701.7,9,312,10.56,2024-02-20,0,High,1.0,Q3,0.0,13.544881400712779,7.075542954170739e-06,17.663521732655695,342015.5555683011,12923.014464439237,0.18525653937066436,52.0,0.1056
417,24.0,Male,West,Secondary,Salaried,653142.09,343859.43,Education,613.5,4,174,88.23,2018-07-20,0,High,0.0,Q2,1.0,13.389551511359397,2.9081651185194983e-06,13.19090595827292,295741.5212089009,25788.30636676753,0.5264695619294724,29.0,0.8823000000000001
418,60.0,Female,North,Primary,Self-Employed,203692.74,299016.5,Education,593.3,8,95,92.13,2024-06-29,1,Low,0.0,Q1-Low,3.0,12.22437287027483,3.3442970538414994e-06,9.746794344808963,99386.02278932357,23134.83733872866,1.4679781910734768,15.833333333333334,0.9213
419,44.0,Female,West,Secondary,Unemployed,1144537.96,121967.91,Car,694.2,7,73,20.37,2021-01-29,0,Very High,0.0,Q4-High,2.0,13.950512458861342,8.198877885174811e-06,8.54400374531753,499935.1788751636,11524.812846785122,0.10656519422038217,12.166666666666666,0.20370000000000002
420,60.0,Other,East,Post-Graduate,Unemployed,608432.84,10000.0,Education,595.5,8,49,51.11,2024-10-13,1,High,0.0,Q2,1.0,13.318643459122242,9.999999999998999e-05,7.0,276752.68013298593,1649.456042947427,0.016435667739433658,8.166666666666666,0.5111
421,37.0,Other,South,Graduate,Salaried,50000.0,270656.82,Home,741.7,8,378,63.71,2023-07-11,0,Low,1.0,Q1-Low,3.0,10.819798284210286,3.694715691996959e-06,19.44222209522358,26694.53473840472,21411.061222697845,5.4131364,63.0,0.6371
422,28.0,Female,North,Graduate,Self-Employed,768116.0133654833,311699.2,Other,655.1,3,414,62.3,2022-08-26,0,High,0.0,Q3,0.0,13.551697361677,3.2082212594706587e-06,20.346989949375804,344204.2221800113,23893.788573740974,0.4057970340109131,69.0,0.623
423,61.0,Female,East,Post-Graduate,Unemployed,800618.04,747693.45,Other,679.3,4,264,56.75,2018-01-26,1,High,0.0,Q3,0.0,13.593140507421197,1.3374465163497135e-06,16.24807680927192,357816.7594769922,47157.83776966474,0.9338953316615248,44.0,0.5675
424,60.0,Male,South,Post-Graduate,Salaried,812403.94,480943.8,Business,640.0,5,477,67.16,2023-04-28,0,High,0.0,Q3,0.0,13.607754189418278,2.0792450178170464e-06,21.840329667841555,362744.11874300713,33469.53252995293,0.59200082166022,79.5,0.6716
425,45.70233273257282,Female,North,Secondary,Unemployed,965318.73,230554.99,Education,701.4,8,158,58.02,2025-08-09,0,High,1.0,Q4-High,2.0,13.780214651869514,4.3373600371867716e-06,12.569805089976535,426281.5755222849,18902.52663550672,0.23883820217597973,26.333333333333332,0.5802
426,43.0,Female,South,Primary,Self-Employed,655350.16,683368.79,Education,788.2,5,197,63.25,2019-11-11,1,High,1.0,Q2,1.0,13.392926493092665,1.4633387047131586e-06,14.035668847618199,296677.12258910097,43974.01660671623,1.0427536784304745,32.833333333333336,0.6325
427,66.0,Male,East,Primary,Salaried,1003991.07,451015.77,Home,680.245590747453,4,115,54.63,2019-12-18,0,Very High,0.0,Q4-High,2.0,13.819494680796245,2.2172173713570987e-06,10.723805294763608,442243.8876846997,31839.6272377778,0.4492228900004061,19.166666666666668,0.5463
428,49.0,Other,East,Graduate,Salaried,1028000.61,564442.53,Home,535.3,2,102,38.91,2023-06-04,0,Very High,0.0,Q4-High,2.0,13.843127291143881,1.771659552301982e-06,10.099504938362077,452134.09501945483,37903.04314736306,0.5490682831404157,17.0,0.38909999999999995
429,54.0,Other,North,Graduate,Self-Employed,628862.0,280482.43,Home,572.9,8,64,10.35,2018-06-30,1,High,0.0,Q2,1.0,13.351668705918062,3.5652857114793126e-06,8.0,285440.0420225771,22012.649510899577,0.44601586675614047,10.666666666666666,0.1035
430,27.0,Female,South,Secondary,Self-Employed,819816.75,282878.1,Education,629.0,9,393,36.53,2020-05-09,0,High,0.0,Q3,0.0,13.616837338440329,3.535091617201885e-06,19.82422760159901,365840.85830622463,22158.61057754818,0.345050403032141,65.5,0.3653
431,55.0,Other,East,Graduate,Self-Employed,563777.87,644622.46,Car,713.1,0,495,62.95,2023-10-07,1,Medium,1.0,Q2,1.0,13.24241737913082,1.5512956219365959e-06,22.24859546128699,257697.29047235625,42024.09425615633,1.1433979485572925,82.5,0.6295000000000001
432,66.0,Female,North,Secondary,Salaried,893471.06,263061.05,Business,660.7,4,318,85.84,2024-01-24,0,High,0.0,Q4-High,0.0,13.7028703428073,3.8013989528286165e-06,17.832554500127006,396515.47407570167,20942.658017089394,0.2944259324974666,53.0,0.8584
433,64.0,Other,East,Graduate,Self-Employed,980411.31,476666.87,Car,594.9,9,327,81.07,2023-01-01,1,High,0.0,Q4-High,2.0,13.795728486656818,2.0979012029931887e-06,18.083141320025124,432515.94710088696,33238.023970532275,0.4861907090810692,54.5,0.8107
434,66.0,Male,West,Primary,Self-Employed,994298.64,436810.77,Education,653.6,12,396,49.58,2019-06-24,0,High,0.0,Q4-High,2.0,13.809793888904336,2.2893208425240926e-06,19.8997487421324,438247.02331450523,31057.62476750523,0.4393154656230848,66.0,0.49579999999999996
435,64.0,Male,East,Graduate,Self-Employed,384911.84,64033.72,Business,716.9,9,137,87.59,2022-05-25,0,Medium,1.0,Q1-Low,3.0,12.860772198029535,1.5616771913297937e-05,11.704699910719626,180297.82268724556,6984.996767382058,0.16635944480169795,22.833333333333332,0.8759
436,22.0,Other,North,Post-Graduate,Unemployed,777451.4483495537,616520.66,Home,732.0,2,149,75.28,2024-10-11,1,High,1.0,Q3,0.0,13.563777761486167,1.6220056599563074e-06,12.206555615733702,348117.8144729734,40593.50318029258,0.7930021370579571,24.833333333333332,0.7528
437,41.0,Female,West,Primary,Self-Employed,592015.06,366866.19,Car,589.3,3,322,30.71,2019-10-14,0,Medium,0.0,Q2,1.0,13.291289041876553,2.725789476539109e-06,17.944358444926362,269757.5896193094,27119.323634780903,0.6196906375996583,53.666666666666664,0.3071
438,65.0,Male,North,Post-Graduate,Salaried,797320.18,457182.8,Other,606.9,12,180,56.28,2020-08-25,1,High,0.0,Q3,0.0,13.589012862793465,2.1873088838862658e-06,13.416407864998739,356437.18519365333,32177.41339731922,0.5733992585011456,30.0,0.5628
439,59.0,Female,East,Post-Graduate,Unemployed,328512.97,473482.07,Home,758.2,1,311,19.24,2024-09-08,0,Medium,1.0,Q1-Low,3.0,12.702334642638796,2.1120123936266433e-06,17.635192088548397,155451.00542635514,33065.331091169784,1.4412888173030125,51.833333333333336,0.1924
440,26.0,Other,South,Post-Graduate,Unemployed,1370310.34,611848.01,Education,750.7,12,330,78.84,2019-08-24,0,Very High,1.0,Q4-High,2.0,14.130548527460146,1.6343928290295465e-06,18.16590212458495,591682.7249317429,40354.23495364823,0.44650324246987727,55.0,0.7884
441,45.0,Other,East,Primary,Unemployed,455773.51,219266.65,Home,722.4,12,472,67.76,2022-11-16,0,Medium,1.0,Q1-Low,1.0,13.02975347057921,4.560657081229614e-06,21.72556098240043,211189.7477605589,18179.344676431934,0.48108686702744086,78.66666666666667,0.6776000000000001
442,60.0,Male,North,Graduate,Salaried,523677.71,292352.63,Education,700.7,4,36,41.38,2024-02-27,0,Medium,1.0,Q2,1.0,13.168633626395584,3.4205267795948907e-06,6.0,240503.02148583,22733.194510466223,0.5582682333376381,6.0,0.4138
443,22.0,Male,South,Post-Graduate,Self-Employed,743240.47,405451.94285853807,Business,651.5,6,227,56.34,2025-06-06,1,High,0.0,Q3,0.0,13.518776264171548,2.466383544618744e-06,15.066519173319364,333760.9139297303,29310.79362545975,0.545519194963291,37.833333333333336,0.5634
444,45.4681934454697,Other,West,Post-Graduate,Salaried,968126.0,490257.38,Home,654.0,0,41,65.11,2019-08-13,0,High,0.0,Q4-High,2.0,13.78311855600007,2.0397449192911647e-06,6.4031242374328485,427441.65965114994,33972.092962155075,0.5063983200533815,6.833333333333333,0.6511
445,29.0,Female,West,Post-Graduate,Self-Employed,764632.3440235221,197950.12,Car,703.1,6,324,25.28,2023-09-18,0,High,1.0,Q3,0.0,13.547151709054914,5.051777690258511e-06,18.0,342743.0219478876,16790.48040183389,0.2588827448213602,54.0,0.2528
446,32.0,Other,East,Primary,Salaried,303582.19,693250.39,Other,683.8,11,126,70.53,2021-01-07,1,Medium,0.0,Q1-Low,3.0,12.62341095406424,1.4424802559433086e-06,11.224972160321824,144382.63573227878,44467.32168146719,2.2835673924086257,21.0,0.7053
447,45.648371612896824,Female,North,Primary,Salaried,658876.33,405049.61037200934,Business,665.8,11,274,93.6,2021-02-18,0,High,0.0,Q2,1.0,13.398292650482123,2.4688333833516555e-06,16.55294535724685,298170.80927875306,29288.19035852271,0.6147581752891462,45.666666666666664,0.9359999999999999
448,61.0,Female,North,Post-Graduate,Self-Employed,545384.05,497705.89,Other,673.1,10,281,77.84,2021-07-03,1,Medium,0.0,Q2,1.0,13.209247337943495,2.00921873759621e-06,16.76305461424021,249820.4184558346,34372.48299367126,0.9125787415308533,46.833333333333336,0.7784
449,51.0,Other,East,Graduate,Salaried,459310.86,299439.41,Business,737.9,2,23,69.08,2024-09-13,0,Medium,1.0,Q1-Low,1.0,13.037484691883401,3.339573772203187e-06,4.795831523312719,212723.35811727,23160.25908440934,0.6519319181784641,3.8333333333333335,0.6908
452,52.0,Female,West,Post-Graduate,Salaried,819858.01,336101.98,Business,676.9,1,500,22.33,2019-09-24,0,High,0.0,Q3,0.0,13.616887665432836,2.9752874410320257e-06,22.360679774997898,365858.0898444267,25335.080952625936,0.40995145000778854,83.33333333333333,0.22329999999999997
453,67.0,Female,West,Post-Graduate,Self-Employed,565989.25,269120.36,Business,623.5,12,424,19.86,2019-11-18,0,Medium,0.0,Q2,1.0,13.246332130888538,3.7158095359265884e-06,20.591260281974,258643.1601384762,21316.552421799584,0.4754866987314688,70.66666666666667,0.1986
454,68.0,Male,West,Primary,Self-Employed,1055655.87,561168.81,Business,656.1,10,366,43.16,2020-12-11,0,Very High,0.0,Q4-High,2.0,13.869673756733826,1.7819949758077219e-06,19.131126469708992,463507.75588920293,37732.11124655502,0.5315830906145579,61.0,0.4316
455,45.0,Other,East,Graduate,Self-Employed,367093.07,10000.0,Education,831.3,10,186,91.28,2022-11-04,0,Medium,1.0,Q1-Low,3.0,12.813373415717843,9.999999999998999e-05,13.638181696985855,172474.64337822318,1649.456042947427,0.027241048162527284,31.0,0.9128000000000001
456,27.0,Other,South,Graduate,Unemployed,870892.77,159990.98,Car,640.7,10,388,30.55,2025-07-15,0,High,0.0,Q3,0.0,13.677275285135897,6.250352363614459e-06,19.697715603592208,387130.22893955227,14230.301921633716,0.18370916088785536,64.66666666666667,0.3055
457,41.0,Female,South,Primary,Salaried,271482.17,289865.75,Other,711.7,1,355,47.91,2020-06-17,0,Low,1.0,Q1-Low,3.0,12.511655427484456,3.449872915306471e-06,18.841443681416774,130044.45399459002,22582.78462937911,1.0677156072533236,59.166666666666664,0.47909999999999997
458,26.0,Other,North,Primary,Unemployed,710214.11,10000.0,Car,597.3,3,491,60.95,2019-05-14,0,High,0.0,Q2,0.0,13.473323174961786,9.999999999998999e-05,22.15851980616034,319860.897381971,1649.456042947427,0.01408026095116584,81.83333333333333,0.6095
459,45.0,Other,North,Post-Graduate,Self-Employed,342895.82,10000.0,Business,825.8,11,99,31.53,2023-03-28,0,Medium,1.0,Q1-Low,3.0,12.74518486456724,9.999999999998999e-05,9.9498743710662,161811.73614169145,1649.456042947427,0.02916337679473608,16.5,0.3153
460,65.0,Female,West,Graduate,Salaried,569250.5,427532.37,Education,618.6,2,404,16.29,2018-09-13,0,Medium,0.0,Q2,1.0,13.252077618968627,2.33900417879469e-06,20.09975124224178,260037.65674720338,30543.778603134382,0.7510443469087862,67.33333333333333,0.1629
461,37.0,Female,South,Primary,Self-Employed,749781.23,485261.72,Education,701.3,10,256,19.22,2024-01-24,0,High,1.0,Q3,0.0,13.527538083349867,2.060743633353148e-06,16.0,336509.0130540098,33702.79465059803,0.6472044118789156,42.666666666666664,0.19219999999999998
462,27.0,Male,North,Primary,Unemployed,985310.91,764341.12,Business,728.3,12,233,11.6,2023-08-01,0,High,1.0,Q4-High,2.0,13.80071352992654,1.3083163705754815e-06,15.264337522473747,434538.5232369469,47971.711756423225,0.7757359755612571,38.833333333333336,0.11599999999999999
463,38.0,Other,North,Secondary,Salaried,855562.55,582271.21,Business,789.7,12,256,50.64,2022-07-13,0,High,1.0,Q3,0.0,13.65951565359988,1.7174127499795125e-06,16.0,380748.9548346566,38830.10071388953,0.680571175070718,42.666666666666664,0.5064
464,65.0,Other,North,Graduate,Unemployed,710947.38,78481.88,Education,690.2,5,175,67.96,2022-06-29,0,High,0.0,Q2,0.0,13.47435510418067,1.2741794666488458e-05,13.228756555322953,320169.95659035543,8181.536844071325,0.11039056083166099,29.166666666666668,0.6796
465,45.858441749595556,Male,East,Post-Graduate,Salaried,974926.72,44843.18,Business,705.8,6,343,26.24,2022-05-17,0,High,1.0,Q4-High,2.0,13.79011861389864,2.229993501798886e-05,18.520259177452136,430251.11542575393,5295.762072081922,0.04599646217512635,57.166666666666664,0.26239999999999997
466,68.0,Other,East,Post-Graduate,Unemployed,1065054.89,455250.35,Business,683.5,9,127,51.58,2018-09-16,0,Very High,0.0,Q4-High,2.0,13.878537834621934,2.1965935885606633e-06,11.269427669584644,467368.8772157566,32071.677425747166,0.4274430869943239,21.166666666666668,0.5158
467,22.0,Other,South,Secondary,Salaried,799152.5,419586.07,Home,713.8,12,339,66.72,2023-02-21,0,High,1.0,Q3,0.0,13.591308321440591,2.383301237812775e-06,18.411952639521967,357203.7338645643,30101.726204977214,0.5250388004792578,56.5,0.6672
468,68.0,Male,North,Secondary,Unemployed,739990.27,405436.4426516251,Home,680.282138937595,9,28,30.63,2025-04-11,1,High,0.0,Q3,0.0,13.514393667813467,2.4664778367228732e-06,5.291502622129181,332394.7669711974,29309.922907714317,0.5478942887338574,4.666666666666667,0.3063
469,40.0,Male,North,Secondary,Self-Employed,758363.23,297877.09,Education,693.0,1,63,52.26,2024-11-26,0,High,0.0,Q3,0.0,13.538919063726253,3.3570893283535052e-06,7.937253933193772,340112.4099553536,23066.305775106208,0.39278946844508805,10.5,0.5226
470,68.0,Male,South,Graduate,Salaried,606239.0,93195.38,Home,850.0,9,284,21.67,2020-05-23,0,High,1.0,Q2,1.0,13.315031226252428,1.0730145635974543e-05,16.852299546352718,275818.6628345595,9350.348786268381,0.1537271274200439,47.333333333333336,0.2167
471,38.0,Other,West,Secondary,Salaried,776969.8293844305,600794.79,Business,609.0,9,25,21.34,2025-02-02,1,High,0.0,Q3,0.0,13.563158086025263,1.6644618372938923e-06,5.0,347915.9846459394,39786.61231411028,0.7732536931015602,4.166666666666667,0.2134
473,61.0,Other,East,Graduate,Self-Employed,656916.78,671175.06,Home,729.0,9,97,70.96,2024-11-11,0,High,1.0,Q2,1.0,13.395314145038858,1.4899242531449222e-06,9.848857801796104,297340.8067548475,43363.087300984545,1.0217048497375878,16.166666666666668,0.7095999999999999
474,56.0,Other,South,Post-Graduate,Unemployed,1109450.6,627275.43,Car,737.9,1,321,40.76,2024-01-20,0,Very High,1.0,Q4-High,2.0,13.919376397149547,1.5941960296452202e-06,17.916472867168917,485577.4642163568,41142.68410189799,0.5653928439896287,53.5,0.40759999999999996
475,38.0,Male,East,Graduate,Salaried,838613.05,440010.17,Business,765.7,7,95,23.58,2018-06-26,0,High,1.0,Q3,0.0,13.639505867692451,2.2726747429496865e-06,9.746794344808963,373685.10238783265,31234.244233319125,0.5246879594826243,15.833333333333334,0.23579999999999998
476,37.0,Male,West,Primary,Salaried,150784.55,543120.95,Car,569.0,0,58,72.94,2024-01-11,1,Low,0.0,Q1-Low,3.0,11.923613907683578,1.8412105075305937e-06,7.615773105863909,75003.3624492925,36785.73386334823,3.6019668460727576,9.666666666666666,0.7293999999999999
